8,8
2,1
5,1
2,1
2,1
10,0
7,6
9,1
2,1
1,7
6,9
10,0
10,0
1,7
5,1
5,1
4,1
10,0
2,1
8,8
1,7
2,1
2,1
7,6
1,7
2,1
5,1
6,9
2,1
1,7
2,1
2,1
5,1
10,0
10,0
9,1
6,9
2,1
2,1
2,1
1,7
2,1
6,9
1,7
2,1
9,1
10,0
2,1
1,7
2,1
1,7
6,9
5,1
10,0
9,1
3,4
10,0
2,1
1,7
10,0
2,1
10,0
5,1
10,0
6,9
7,6
9,1
7,6
10,0
1,7
2,1
6,9
2,1
9,1
2,1
6,9
10,0
2,1
10,0
5,1
2,1
10,0
2,1
6,9
10,0
2,1
10,0
10,0
10,0
9,1
6,9
10,0
9,1
1,7
2,1
2,1
9,1
10,0
10,0
2,1
1,7
2,1
5,1
5,1
6,9
1,7
7,6
6,9
2,1
2,1
2,1
5,1
2,1
1,7
5,1
10,0
8,8
5,1
6,9
9,1
2,1
2,1
1,7
2,1
6,9
2,1
6,9
3,4
8,8
10,0
6,9
6,9
7,6
6,9
10,0
8,8
5,1
4,1
4,1
2,1
9,1
2,1
2,1
2,1
2,1
9,1
9,1
10,0
9,1
10,0
1,7
8,8
10,0
2,1
2,1
1,7
8,8
2,1
3,4
2,1
3,4
10,0
10,0
2,1
6,9
10,0
2,1
2,1
2,1
9,1
10,0
2,1
2,1
10,0
8,8
2,1
2,1
7,6
9,1
2,1
10,0
5,1
10,0
1,7
10,0
5,1
2,1
4,1
8,8
9,1
2,1
1,7
1,7
1,7
5,1
6,9
2,1
5,1
1,7
2,1
5,1
2,1
10,0
2,1
4,1
4,1
6,9
3,4
2,1
10,0
2,1
2,1
8,8
10,0
3,4
2,1
3,4
1,7
7,6
2,1
6,9
3,4
1,7
10,0
6,9
5,1
1,7
2,1
1,7
5,1
1,7
6,9
1,7
2,1
10,0
2,1
5,1
2,1
9,1
5,1
4,1
2,1
9,1
10,0
8,8
10,0
6,9
6,9
6,9
2,1
5,1
9,1
10,0
10,0
10,0
10,0
10,0
4,1
2,1
3,4
1,7
2,1
9,1
10,0
6,9
3,4
2,1
2,1
1,7
6,9
2,1
2,1
10,0
10,0
5,1
10,0
5,1
2,1
10,0
2,1
9,1
4,1
2,1
4,1
1,7
4,1
10,0
9,1
6,9
3,4
6,9
6,9
5,1
4,1
5,1
5,1
9,1
1,7
7,6
10,0
2,1
2,1
5,1
10,0
2,1
5,1
6,9
1,7
6,9
9,1
5,1
10,0
2,1
9,1
10,0
1,7
10,0
6,9
2,1
10,0
5,1
2,1
5,1
2,1
1,7
9,1
2,1
9,1
1,7
10,0
10,0
5,1
2,1
10,0
7,6
2,1
8,8
10,0
10,0
1,7
9,1
9,1
10,0
10,0
5,1
5,1
2,1
4,1
4,1
10,0
6,9
6,9
2,1
10,0
10,0
6,9
10,0
9,1
6,9
1,7
10,0
5,1
6,9
6,9
8,8
2,1
4,1
5,1
3,4
2,1
2,1
4,1
9,1
3,4
2,1
2,1
2,1
9,1
10,0
5,1
8,8
10,0
10,0
5,1
2,1
5,1
9,1
1,7
9,1
10,0
10,0
10,0
9,1
6,9
7,6
2,1
6,9
1,7
4,1
9,1
10,0
5,1
10,0
10,0
2,1
6,9
1,7
2,1
2,1
2,1
6,9
6,9
6,9
10,0
6,9
2,1
2,1
5,1
3,4
10,0
10,0
9,1
7,6
10,0
2,1
1,7
10,0
1,7
5,1
10,0
10,0
10,0
10,0
9,1
2,1
10,0
4,1
10,0
8,8
1,7
9,1
2,1
5,1
5,1
6,9
2,1
2,1
2,1
1,7
5,1
5,1
2,1
6,9
8,8
10,0
10,0
5,1
1,7
9,1
2,1
2,1
10,0
2,1
2,1
2,1
1,7
8,8
2,1
8,8
5,1
5,1
9,1
1,7
5,1
8,8
10,0
1,7
2,1
2,1
9,1
2,1
5,1
5,1
2,1
2,1
8,8
9,1
3,4
2,1
2,1
2,1
6,9
10,0
6,9
2,1
9,1
2,1
1,7
9,1
2,1
7,6
2,1
1,7
2,1
10,0
6,9
2,1
2,1
1,7
6,9
7,6
2,1
2,1
2,1
9,1
10,0
10,0
2,1
2,1
10,0
9,1
7,6
2,1
9,1
10,0
10,0
4,1
2,1
10,0
2,1
2,1
6,9
10,0
10,0
9,1
10,0
5,1
10,0
2,1
8,8
2,1
10,0
10,0
6,9
1,7
10,0
10,0
10,0
2,1
9,1
1,7
1,7
1,7
10,0
7,6
2,1
2,1
7,6
1,7
2,1
1,7
10,0
1,7
2,1
6,9
2,1
5,1
10,0
5,1
10,0
6,9
9,1
10,0
2,1
2,1
2,1
9,1
2,1
9,1
2,1
7,6
2,1
3,4
5,1
2,1
1,7
10,0
2,1
9,1
9,1
5,1
1,7
10,0
10,0
2,1
2,1
2,1
1,7
1,7
7,6
5,1
2,1
8,8
6,9
10,0
1,7
4,1
5,1
1,7
2,1
10,0
6,9
10,0
10,0
2,1
10,0
1,7
7,6
1,7
6,9
2,1
9,1
3,4
3,4
10,0
6,9
4,1
10,0
8,8
9,1
5,1
6,9
10,0
2,1
5,1
10,0
9,1
2,1
2,1
4,1
1,7
6,9
2,1
5,1
5,1
10,0
5,1
5,1
2,1
6,9
4,1
2,1
10,0
5,1
6,9
9,1
6,9
2,1
10,0
9,1
2,1
10,0
6,9
10,0
2,1
10,0
2,1
2,1
10,0
10,0
1,7
10,0
2,1
4,1
5,1
10,0
6,9
10,0
9,1
1,7
10,0
9,1
5,1
10,0
1,7
10,0
6,9
2,1
2,1
10,0
5,1
2,1
1,7
10,0
2,1
2,1
2,1
6,9
10,0
5,1
10,0
8,8
2,1
10,0
6,9
9,1
9,1
8,8
10,0
6,9
6,9
10,0
6,9
10,0
6,9
2,1
2,1
10,0
9,1
9,1
2,1
2,1
10,0
10,0
10,0
10,0
9,1
1,7
1,7
1,7
2,1
9,1
10,0
6,9
10,0
10,0
1,7
2,1
10,0
7,6
2,1
9,1
9,1
5,1
9,1
2,1
5,1
10,0
6,9
5,1
9,1
10,0
10,0
1,7
2,1
2,1
2,1
1,7
4,1
6,9
2,1
6,9
1,7
2,1
2,1
7,6
6,9
3,4
6,9
10,0
1,7
2,1
10,0
5,1
10,0
10,0
8,8
6,9
8,8
8,8
9,1
10,0
7,6
10,0
5,1
4,1
5,1
10,0
10,0
6,9
2,1
1,7
10,0
6,9
2,1
1,7
6,9
8,8
5,1
10,0
10,0
10,0
10,0
6,9
6,9
1,7
2,1
6,9
6,9
9,1
2,1
2,1
5,1
10,0
5,1
9,1
6,9
5,1
2,1
2,1
5,1
1,7
2,1
1,7
10,0
10,0
2,1
10,0
1,7
9,1
6,9
10,0
1,7
8,8
4,1
10,0
3,4
6,9
3,4
6,9
10,0
10,0
9,1
2,1
10,0
1,7
2,1
10,0
2,1
2,1
10,0
7,6
9,1
9,1
2,1
8,8
9,1
1,7
7,6
10,0
10,0
1,7
3,4
9,1
1,7
6,9
2,1
10,0
2,1
5,1
10,0
9,1
6,9
5,1
9,1
6,9
6,9
2,1
5,1
9,1
10,0
5,1
10,0
10,0
10,0
1,7
4,1
7,6
2,1
6,9
2,1
9,1
4,1
2,1
2,1
2,1
6,9
9,1
2,1
5,1
1,7
1,7
2,1
6,9
6,9
2,1
2,1
2,1
2,1
8,8
2,1
2,1
2,1
1,7
10,0
10,0
10,0
2,1
5,1
6,9
9,1
2,1
2,1
10,0
7,6
10,0
9,1
9,1
1,7
2,1
5,1
10,0
9,1
2,1
10,0
2,1
6,9
1,7
10,0
1,7
6,9
6,9
2,1
9,1
2,1
2,1
6,9
2,1
5,1
9,1
5,1
9,1
9,1
1,7
2,1
10,0
5,1
10,0
10,0
9,1
5,1
10,0
9,1
10,0
5,1
5,1
2,1
1,7
10,0
2,1
10,0
3,4
10,0
2,1
2,1
2,1
2,1
7,6
2,1
10,0
9,1
10,0
2,1
6,9
6,9
2,1
4,1
7,6
2,1
2,1
2,1
5,1
2,1
10,0
10,0
6,9
5,1
2,1
10,0
5,1
2,1
2,1
4,1
5,1
10,0
9,1
10,0
10,0
6,9
2,1
10,0
10,0
7,6
2,1
2,1
5,1
9,1
7,6
2,1
6,9
2,1
10,0
1,7
5,1
10,0
6,9
6,9
8,8
10,0
2,1
5,1
1,7
10,0
2,1
9,1
1,7
6,9
9,1
9,1
2,1
10,0
9,1
10,0
10,0
10,0
5,1
9,1
4,1
10,0
2,1
7,6
9,1
5,1
10,0
2,1
9,1
10,0
6,9
5,1
6,9
5,1
10,0
2,1
3,4
3,4
1,7
5,1
1,7
1,7
9,1
1,7
2,1
10,0
10,0
1,7
10,0
8,8
2,1
6,9
10,0
3,4
10,0
1,7
9,1
10,0
1,7
10,0
2,1
10,0
5,1
10,0
5,1
2,1
6,9
5,1
10,0
9,1
2,1
5,1
2,1
2,1
10,0
10,0
10,0
9,1
4,1
10,0
3,4
5,1
10,0
2,1
2,1
6,9
2,1
2,1
2,1
2,1
6,9
10,0
2,1
1,7
9,1
10,0
2,1
10,0
1,7
1,7
2,1
10,0
7,6
5,1
1,7
1,7
10,0
6,9
7,6
6,9
2,1
6,9
5,1
10,0
2,1
6,9
2,1
1,7
2,1
1,7
2,1
7,6
9,1
2,1
4,1
6,9
2,1
7,6
1,7
6,9
3,4
10,0
9,1
10,0
2,1
9,1
2,1
10,0
2,1
1,7
6,9
2,1
2,1
10,0
10,0
2,1
5,1
10,0
2,1
9,1
3,4
2,1
10,0
10,0
2,1
2,1
1,7
